Target,Accessions
Histone-binding protein RBBP4/Histone-lysine N-methyltransferase EZH2/Polycomb protein EED/Polycomb protein SUZ12/Zinc finger protein AEBP2,Q15910|O75530|Q15022|Q6ZN18|Q09028
Insulin-degrading enzyme,P14735
Dual specificity testis-specific protein kinase 1,Q15569
Aldo-keto reductase family 1 member C1,Q04828
Nuclear receptor subfamily 0 group B member 1,P51843
Carnitine O-palmitoyltransferase 1, muscle isoform,Q92523
Cyclin-dependent kinase 19,Q9BWU1
Sodium/hydrogen exchanger 3,P48764
Heparanase,Q9Y251
Adrenergic receptor alpha-2,P08913|P18825|P18089
PCSK9/LDLR,Q8NBP7|P01130
Cyclin-dependent kinase 3,Q00526
L-lactate dehydrogenase B chain,P07195
Carnitine O-palmitoyltransferase 2, mitochondrial,P23786
B-cell lymphoma 6 protein,P41182
Integrin alpha-V/beta-5,P06756|P18084
Cytochrome P450 4F2,P78329
3',5'-cyclic-AMP phosphodiesterase 7B,Q9NP56
Carnitine O-palmitoyltransferase 1, liver isoform,P50416
Mitogen-activated protein kinase kinase kinase 4,Q9Y6R4
Interleukin-1 receptor-associated kinase 3,Q9Y616
Voltage-gated L-type calcium channel,Q13936|Q13698|Q01668|O60840
Serine/threonine-protein kinase 38,Q15208
Calcium/calmodulin-dependent protein kinase type 1G,Q96NX5
Cyclic GMP-AMP synthase,Q8N884
Tyrosine-protein phosphatase non-receptor type 5,P54829
Serine/threonine-protein kinase Nek11,Q8NG66
Histone-lysine N-methyltransferase ASH1L,Q9NR48
Serine/threonine-protein kinase TNNI3K,Q59H18
N-acylethanolamine-hydrolyzing acid amidase,Q02083
Transient receptor potential cation channel subfamily V member 3,Q8NET8
AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,P54619|Q9Y478|Q13131
Serine/threonine-protein kinase RIO2,Q9BVS4
Solute carrier family 2, facilitated glucose transporter member 3,P11169
CX3C chemokine receptor 1,P49238
Cyclin-dependent kinase 13,Q14004
Serine/threonine-protein kinase ULK2,Q8IYT8
Endothelin-converting enzyme 1,P42892
cAMP-dependent protein kinase catalytic subunit beta,P22694
Glycylpeptide N-tetradecanoyltransferase 1,P30419
Mannan-binding lectin serine protease 2,O00187
Dopamine receptors; D2 & D3,P14416|P35462
Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1
E-selectin,P16581
Leucyl-cystinyl aminopeptidase,Q9UIQ6
Histone acetyltransferase KAT5,Q92993
Epoxide hydrolase 1,P07099
Integrin alpha-4/beta-7,P13612|P26010
Mitogen-activated protein kinase kinase kinase 3,Q99759
Cyclin-dependent kinase 12,Q9NYV4
Retinoic acid receptor RXR-beta,P28702
Interleukin-8,P10145
Steroid 21-hydroxylase,P08686
Sodium-dependent phosphate transport protein 2A,Q06495
Beta-glucuronidase,P08236
Histone acetyltransferase KAT7,O95251
N-formyl peptide receptor 3,P25089
Fatty acid-binding protein 5,Q01469
Death-associated protein kinase 2,Q9UIK4
C-C chemokine receptor type 6,P51684
Gastric inhibitory polypeptide receptor,P48546
3-oxo-5-alpha-steroid 4-dehydrogenase 1,P18405
Mitogen-activated protein kinase; ERK1/ERK2,P27361|P28482
Farnesyl pyrophosphate synthase,P14324
Platelet-activating factor acetylhydrolase,Q13093
Mitogen-activated protein kinase kinase kinase 2,Q9Y2U5
Interferon-induced, double-stranded RNA-activated protein kinase,P19525
Histone deacetylase (HDAC1 and HDAC2),Q13547|Q92769
Eukaryotic translation initiation factor 2-alpha kinase 1,Q9BQI3
Mitogen-activated protein kinase kinase kinase 1,Q13233
Serine/threonine-protein kinase VRK2,Q86Y07
Protein Wnt-3a,P56704
DNA topoisomerase 2-beta,Q02880
Neuropeptides B/W receptor type 1,P48145
Dual specificity mitogen-activated protein kinase kinase 3,P46734
Bone morphogenetic protein receptor type-2,Q13873
Serine/threonine-protein kinase 25,O00506
Suppressor of tumorigenicity 14 protein,Q9Y5Y6
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,P51531
Intestinal-type alkaline phosphatase,P09923
c-Jun N-terminal kinase, JNK,P45983|P53779|P45984
Glutamate NMDA receptor; GRIN1/GRIN2A,Q05586|Q12879
Tyrosinase,P14679
Galactokinase,P51570
P2X purinoceptor 2,Q9UBL9
Peptidyl-prolyl cis-trans isomerase A,P62937
Carbonic anhydrase 6,P23280
Integrin alpha-5/beta-1,P05556|P08648
Maltase-glucoamylase,O43451
NUAK family SNF1-like kinase 2,Q9H093
Histone acetyltransferase KAT8,Q9H7Z6
Citron Rho-interacting kinase,O14578
Serine/threonine-protein kinase LATS2,Q9NRM7
BMP-2-inducible protein kinase,Q9NSY1
SRSF protein kinase 2,P78362
Dual specificity mitogen-activated protein kinase kinase 5,Q13163
M-phase phosphoprotein 8,Q99549
Apolipoprotein L1,O14791
Intercellular adhesion molecule (ICAM-1), Integrin alpha-L/beta-2,P20701|P05362|P05107
Histone-arginine methyltransferase CARM1,Q86X55
P2Y purinoceptor 6,Q15077
Serine/threonine-protein kinase 17B,O94768
Muscarinic acetylcholine receptor,P20309|P08173|P11229|P08172|P08912
Endoplasmic reticulum aminopeptidase 1,Q9NZ08
Ephrin type-A receptor 8,P29322
Serine/threonine-protein kinase 33,Q9BYT3
D-amino-acid oxidase,P14920
Cytosolic phospholipase A2,P47712
Opioid receptors; mu & kappa,P41145|P35372
Nitric oxide sythases; iNOS & nNOS,P29475|P35228
Tyrosine-protein phosphatase non-receptor type 6,P29350
cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B,Q13370
Phospholipase A2,P04054
Polycomb protein EED,O75530
Endothelial PAS domain-containing protein 1,Q99814
Prolyl hydroxylase EGLN2,Q96KS0
Gamma-aminobutyric acid receptor subunit alpha-5,P31644
Soluble guanylate cyclase,Q02153|O75343|P33402|Q02108
CDK3/Cyclin E,P24864|Q00526
Macrophage migration inhibitory factor,P14174
Homeodomain-interacting protein kinase 3,Q9H422
Coagulation factor VII/tissue factor,P08709|P13726
CDK6/cyclin D1,P24385|Q00534
Cyclin-dependent kinase 7/ cyclin H,P51946|P50613
Mitogen-activated protein kinase 6,Q16659
Phospholipase A2, membrane associated,P14555
Sodium- and chloride-dependent glycine transporter 2,Q9Y345
DNA polymerase theta,O75417
Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),O15379|Q9Y618
Serine/threonine-protein kinase tousled-like 2,Q86UE8
Protein cereblon,Q96SW2
Kallikrein-7,P49862
Receptor-type tyrosine-protein phosphatase F,P10586
GABA-A receptor; alpha-2/beta-3/gamma-2,P18507|P28472|P47869
Ferrochelatase, mitochondrial,P22830
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907
Mitogen-activated protein kinase 15,Q8TD08
Apoptotic protease-activating factor 1,O14727
Proteasome subunit beta type-8,P28062
Ephrin type-B receptor 1,P54762
Arylsulfatase A,P15289
Proteasome component C5,P20618
CDK4/Cyclin D3,P11802|P30281
Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Q8TBX8
P2Y purinoceptor 14,Q15391
Serine/threonine-protein kinase SIK3,Q9Y2K2
ATP-binding cassette sub-family C member 3,O15438
P2Y purinoceptor 2,P41231
Myotonin-protein kinase,Q09013
Cysteine protease ATG4B,Q9Y4P1
Tyrosyl-DNA phosphodiesterase 2,O95551
Muscarinic acetylcholine receptors; M1 & M2,P11229|P08172
Mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8
Polyamine deacetylase HDAC10,Q969S8
Ribosyldihydronicotinamide dehydrogenase [quinone],P16083
Thyroid hormone receptor alpha,P10827
Extracellular calcium-sensing receptor,P41180
Glutamate carboxypeptidase 2,Q04609
Muscarinic acetylcholine receptors; M2 & M3,P20309|P08172
Palmitoleoyl-protein carboxylesterase NOTUM,Q6P988
Sterol O-acyltransferase 1,P35610
Glutamate [NMDA] receptor,Q05586|Q12879|Q13224|O15399|O60391|Q14957|Q8TCU5
Liver carboxylesterase 1,P23141
Serine/threonine-protein kinase ULK3,Q6PHR2
Menin,O00255
Opioid receptors; delta & kappa,P41145|P41143
Lysine-specific demethylase 2B,Q8NHM5
Cyclin-dependent kinase 16,Q00536
Peripheral myelin protein 22,Q01453
Toll-like receptor 4,O00206
Protein cereblon/DNA damage-binding protein 1,Q96SW2|Q16531
Serine/threonine-protein kinase Nek3,P51956
DNA repair protein RAD52 homolog,P43351
Leukotriene B4 receptor 1,Q15722
Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,P22413
Protein kinase C (PKC),O94806|P41743|P17252|P05129|Q05655|P05771|Q05513|Q02156|P24723|Q15139|Q04759
ATP-binding cassette sub-family C member 4,O15439
Acetyl-CoA carboxylase 1,Q13085
Dual specificity mitogen-activated protein kinase kinase 4,P45985
Aminopeptidase N,P15144
Ubiquitin carboxyl-terminal hydrolase 19,O94966
Histone deacetylase 9,Q9UKV0
Glycogen synthase kinase-3,P49840|P49841
Serine/threonine-protein kinase N1,Q16512
Proprotein convertase subtilisin/kexin type 9,Q8NBP7
Geranylgeranyl transferase type I,P49354|P53609
Enteropeptidase,P98073
Serotonin 2 receptors; 5-HT2a & 5-HT2c,P28223|P28335
Retinoic acid receptor beta,P10826
Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2,P14867|P47870|P18507|P47869
GABA-A receptor; alpha-1/beta-2/gamma-2,P14867|P47870|P18507
Bromodomain-containing protein 9,Q9H8M2
Glucose-6-phosphate 1-dehydrogenase,P11413
Proteasome Macropain subunit,P49721
Tyrosine-protein phosphatase non-receptor type 22,Q9Y2R2
Mannose-6-phosphate isomerase,P34949
Isocitrate dehydrogenase [NADP], mitochondrial,P48735
Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,Q99640
Adrenergic receptor beta,P08588|P07550|P13945
Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,O00750
Pyruvate kinase PKLR,P30613
Tyrosine-protein phosphatase non-receptor type 7,P35236
Receptor-interacting serine/threonine-protein kinase 3,Q9Y572
Protein Mdm4,O15151
Retinoic acid receptor gamma,P13631
GABA-A receptor; alpha-3/beta-3/gamma-2,P18507|P28472|P34903
Urotensin-2 receptor,Q9UKP6
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,P37231|Q15596
Potassium voltage-gated channel subfamily A member 3,P22001
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3,P37231|Q9Y6Q9
Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,P37231|Q15788
Sphingosine 1-phosphate receptor 5,Q9H228
Mitogen-activated protein kinase 7,Q13164
Serine/threonine-protein kinase NLK,Q9UBE8
Signal transducer and activator of transcription 1-alpha/beta,P42224
Toll-like receptor 2,O60603
Protein mono-ADP-ribosyltransferase PARP14,Q460N5
Carbonic anhydrase 5B, mitochondrial,Q9Y2D0
3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213
Cyclin-dependent kinase 1/cyclin B,P06493|P14635|Q8WWL7|O95067
Ephrin type-A receptor 7,Q15375
Aldo-keto reductase family 1 member C2,P52895
Serine/threonine-protein kinase TAO2,Q9UL54
Furin,P09958
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform,Q16816
Fatty acid-binding protein, adipocyte,P15090
Lysophosphatidic acid receptor 1,Q92633
ATP-citrate synthase,P53396
GABA-A receptor; anion channel,P14867|P47870|P18507|P28472|P48169|Q99928|Q9UN88|P34903|O00591|O14764|Q8N1C3|P18505|P78334|P47869|P31644|Q16445
Transient receptor potential cation channel subfamily V member 4,Q9HBA0
Megakaryocyte-associated tyrosine-protein kinase,P42679
Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A,P54750
D-3-phosphoglycerate dehydrogenase,O43175
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Serine/threonine-protein kinase 24,Q9Y6E0
ATR/ATRIP,Q13535|Q8WXE1
Protein-glutamine gamma-glutamyltransferase,P21980
Serine/threonine-protein kinase STK11,Q15831
Serine/threonine-protein kinase 16,O75716
Mitogen-activated protein kinase kinase kinase 9,P80192
Activin receptor type-1-like,P37023
Bone morphogenetic protein receptor type-1B,O00238
Retinoic acid receptor alpha,P10276
Coagulation factor VII,P08709
Adrenergic receptor alpha-1,P35348|P25100|P35368
Histone-lysine N-methyltransferase SUV39H2,Q9H5I1
GABA-A receptor; alpha-5/beta-3/gamma-2,P18507|P28472|P31644
Serine/threonine-protein kinase LATS1,O95835
Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975
Serine/threonine-protein kinase TAO3,Q9H2K8
Ephrin type-A receptor 5,P54756
Ephrin type-A receptor 1,P21709
Fructose-1,6-bisphosphatase 1,P09467
Glycogen phosphorylase, liver form,P06737
Serine/threonine-protein kinase haspin,Q8TF76
Cysteinyl leukotriene receptor,Q9Y271|Q9NS75
Transitional endoplasmic reticulum ATPase,P55072
Baculoviral IAP repeat-containing protein 2,Q13490
Bone morphogenetic protein 1,P13497
5-hydroxytryptamine receptor 1E,P28566
LIM domain kinase 2,P53671
DNA dC->dU-editing enzyme APOBEC-3A,P31941
Tryptophan 5-hydroxylase 1,P17752
Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C,Q14123
Prolyl endopeptidase,P48147
Trace amine-associated receptor 1,Q96RJ0
Interleukin-23 receptor,Q5VWK5
Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase,P26572
Prostaglandin F2-alpha receptor,P43088
DNA topoisomerase II,P11388|Q02880
Histone acetyltransferase KAT2B,Q92831
Cyclin-G-associated kinase,O14976
Glyceraldehyde-3-phosphate dehydrogenase,P04406
NAD-dependent protein deacylase sirtuin-5, mitochondrial,Q9NXA8
M-phase inducer phosphatase 2,P30305
Alpha glucosidase,O43451|P10253|P14410|Q2M2H8
Rhodopsin kinase GRK7,Q8WTQ7
DCN1-like protein 1/NEDD8-conjugating enzyme Ubc12,Q96GG9|P61081
Myeloperoxidase,P05164
Adenosine A2 receptor,P29275|P29274
Nuclear factor NF-kappa-B p105 subunit,P19838
Adenosine kinase,P55263
Chymase,P23946
Prolyl endopeptidase FAP,Q12884
Aryl hydrocarbon receptor,P35869
Bone morphogenetic protein receptor type-1A,P36894
Kinesin-like protein KIF18A,Q8NI77
ATP-binding cassette sub-family C member 2,Q92887
Microphthalmia-associated transcription factor,O75030
Caspase-8,Q14790
Steryl-sulfatase,P08842
Alkaline phosphatase, germ cell type,P10696
Serine/threonine-protein kinase PLK2,Q9NYY3
L-lactate dehydrogenase A chain,P00338
G protein-coupled receptor kinase 5,P34947
PI3K p110 beta/p85 alpha,P27986|P42338
Dual specificity protein phosphatase 3,P51452
cAMP-dependent protein kinase (PKA),P22694|P17612|P22612
Lysosomal protective protein,P10619
Nucleotide-binding oligomerization domain-containing protein 1,Q9Y239
Potassium channel subfamily K member 3,O14649
Serine/threonine-protein kinase DCLK2,Q8N568
Casein kinase II,P67870|P68400|P19784
Somatostatin receptor type 1,P30872
Cytochrome P450 1A1,P04798
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3,Q16875
DNA (cytosine-5)-methyltransferase 1,P26358
Dual specificity mitogen-activated protein kinase kinase 7,O14733
Carbonic anhydrase 5A, mitochondrial,P35218
Casein kinase II subunit beta,P67870
Myosin light chain kinase, smooth muscle,Q15746
Poly(ADP-ribose) glycohydrolase,Q86W56
Dual specificity mitogen-activated protein kinase kinase 6,P52564
Dual specificity tyrosine-phosphorylation-regulated kinase 4,Q9NR20
Protein arginine N-methyltransferase 1,Q99873
Cyclooxygenase,P35354|P23219
Protein phosphatase 3 catalytic subunit alpha,Q08209
Peptidyl-prolyl cis-trans isomerase FKBP1A,P62942
Angiotensin II receptor,P30556|P50052
Sodium channel protein type 10 subunit alpha,Q9Y5Y9
Protein O-GlcNAcase,O60502
Mitogen-activated protein kinase kinase kinase 7,O43318
SRSF protein kinase 3,Q9UPE1
Histone deacetylase 7,Q8WUI4
eIF-2-alpha kinase GCN2,Q9P2K8
Serine/threonine-protein kinase Sgk3,Q96BR1
G-protein coupled receptor 6,P46095
Carbonic anhydrase 14,Q9ULX7
Mitogen-activated protein kinase kinase kinase 11,Q16584
Serine/threonine-protein kinase PAK 3,O75914
GABA-A receptor; alpha-1/beta-3/gamma-2,P14867|P18507|P28472
P2X2/P2X3 heterotrimeric receptor,Q9UBL9|P56373
G-protein coupled receptor 84,Q9NQS5
Cytochrome P450 1B1,Q16678
Free fatty acid receptor 2,O15552
Adenosine receptors; A1 & A3,P30542|P0DMS8
Prostacyclin receptor,P43119
Protein smoothened,Q99835
Activin receptor type-1B,P36896
Integrin alpha-V/beta-6,P06756|P18564
Serine/threonine-protein kinase DCLK1,O15075
Serine protease HTRA1,Q92743
Histone acetyltransferase KAT6A,Q92794
Muscle, skeletal receptor tyrosine-protein kinase,O15146
Calcitonin gene-related peptide type 1 receptor,Q16602
Endonuclease 8-like 2,Q969S2
Single-strand selective monofunctional uracil DNA glycosylase,Q53HV7
Methyl-CpG-binding domain protein 4,O95243
Adenine DNA glycosylase,Q9UIF7
Lymphokine-activated killer T-cell-originated protein kinase,Q96KB5
Sphingosine 1-phosphate receptor 4,O95977
Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4
Serine/threonine-protein kinase Nek4,P51957
Low molecular weight phosphotyrosine protein phosphatase,P24666
DNA-3-methyladenine glycosylase,P29372
Sentrin-specific protease 6,Q9GZR1
Serine/threonine-protein kinase BRSK2,Q8IWQ3
Endonuclease III-like protein 1,P78549
X-box-binding protein 1,P17861
Beta-adrenergic receptor kinase 1,P25098
Endonuclease 8-like 1,Q96FI4
Sentrin-specific protease 7,Q9BQF6
Non-receptor tyrosine-protein kinase TNK1,Q13470
Insulin receptor-related protein,P14616
NAD(P)H dehydrogenase [quinone] 1,P15559
Uracil-DNA glycosylase,P13051
Calpain-1 catalytic subunit,P07384
Matrilysin,P09237
N-glycosylase/DNA lyase,O15527
Serine/threonine-protein kinase Nek9,Q8TD19
Hydroxycarboxylic acid receptor 2,Q8TDS4
Ephrin type-A receptor 3,P29320
Vasoactive intestinal polypeptide receptor 1,P32241
CDK12/Cyclin K,O75909|Q9NYV4
Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Q9GZU7
Prostaglandin D2 receptor,Q13258
Serine/threonine-protein kinase SIK1,P57059
Sodium channel protein type 1 subunit alpha,P35498
G protein-coupled receptor kinase 6,P43250
G/T mismatch-specific thymine DNA glycosylase,Q13569
11-beta-hydroxysteroid dehydrogenase type 2,P80365
Transient receptor potential cation channel subfamily M member 8,Q7Z2W7
Histone deacetylase 5,Q9UQL6
Lysyl oxidase homolog 2,Q9Y4K0
Thymidylate synthase,P04818
G-protein coupled receptor 35,Q9HC97
G-protein coupled receptor 55,Q9Y2T6
High affinity 3',5'-cyclic-AMP phosphodiesterase 7A,Q13946
MAP kinase p38,O15264|Q15759|Q16539|P53778
Cytochrome P450 2B6,P20813
Macrophage metalloelastase,P39900
High affinity choline transporter 1,Q9GZV3
Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Homeodomain-interacting protein kinase 1,Q86Z02
Calcitonin receptor,P30988
Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
MAP/microtubule affinity-regulating kinase 4,Q96L34
Aldo-keto reductase family 1 member B1,P15121
Eukaryotic elongation factor 2 kinase,O00418
Serine/threonine-protein kinase PAK 5,Q9P286
Myc proto-oncogene protein,P01106
P2Y purinoceptor 1,P47900
Dual specificity mitogen-activated protein kinase kinase 2,P36507
CDK6/cyclin D3,P30281|Q00534
Ubiquitin carboxyl-terminal hydrolase 7,Q93009
CDK8/Cyclin C,P49336|P24863
Xanthine dehydrogenase/oxidase,P47989
Diacylglycerol O-acyltransferase 2,Q96PD7
Death-associated protein kinase 1,P53355
Heat shock protein HSP 90-beta,P08238
Serine/threonine-protein kinase ULK1,O75385
Serine/threonine-protein kinase MARK1,Q9P0L2
High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A,O76083
CDK7/Cyclin H/MNAT1,P51946|P50613|P51948
Caspase-6,P55212
Bcr/Abl fusion protein,P00519|P11274
N6-adenosine-methyltransferase catalytic subunit,Q86U44
Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B,Q01064
Protein mono-ADP-ribosyltransferase TIPARP,Q7Z3E1
Somatostatin receptor type 3,P32745
Dipeptidyl peptidase 1,P53634
Sepiapterin reductase,P35270
Leukocyte tyrosine kinase receptor,P29376
Nucleotide-binding oligomerization domain-containing protein 2,Q9HC29
[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial,Q15119
Poly [ADP-ribose] polymerase tankyrase-2,Q9H2K2
Son of sevenless homolog 1,Q07889
Lysine-specific demethylase 5B,Q9UGL1
Cholinesterases; ACHE & BCHE,P06276|P22303
NAD-dependent protein deacetylase sirtuin-3, mitochondrial,Q9NTG7
Lysine-specific demethylase 5A,P29375
Ribosomal protein S6 kinase alpha-6,Q9UK32
Sphingosine kinase 2,Q9NRA0
Aurora kinase C,Q9UQB9
Potassium voltage-gated channel subfamily A member 5,P22460
5-hydroxytryptamine receptor 4,Q13639
E3 ubiquitin-protein ligase CBL-B,Q13191
Transthyretin,P02766
Tyrosine-protein kinase Fgr,P09769
